TransactionID,CustomerID,TransactionDate,TransactionValue,ProductCategory,PaymentMethod,CustomerGender,CustomerAgeGroup,Region
TRANS000289,CUST00285,9/7/2024,1712955,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS000290,CUST01815,4/6/2023,1850936,Home,Credit Card,Male,18-25,Jakarta
TRANS000291,CUST00829,11/3/2023,4113226,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS000292,CUST00779,4/25/2023,168710,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS000293,CUST01554,5/22/2023,4822769,Sport,E-Wallet,Female,26-35,Surabaya
TRANS000294,CUST01379,1/11/2024,2373416,Fashion,Credit Card,Male,18-25,Yogyakarta
TRANS000295,CUST01972,1/27/2024,4607762,Home,E-Wallet,Female,26-35,Denpasar
TRANS000296,CUST00224,10/3/2023,1614030,Home,Bank Transfer,Male,18-25,Yogyakarta
TRANS000297,CUST01057,4/2/2023,878653,Fashion,Credit Card,Female,26-35,Medan
TRANS000298,CUST00786,3/18/2024,1980057,Electronics,Bank Transfer,Female,18-25,Medan
TRANS000299,CUST01407,12/11/2023,4980575,Fashion,Bank Transfer,Female,36-50,Yogyakarta
TRANS000300,CUST00567,7/24/2024,3006182,Home,E-Wallet,Male,18-25,Medan
TRANS000301,CUST01105,7/8/2024,3281877,Home,Bank Transfer,Female,18-25,Medan
TRANS000302,CUST01619,1/26/2024,4402916,Fashion,Bank Transfer,Female,36-50,Denpasar
TRANS000303,CUST00205,5/28/2024,2696209,Home,Credit Card,Female,36-50,Bandung
TRANS000304,CUST00565,11/8/2024,153393,Home,Bank Transfer,Male,26-35,Bandung
TRANS000305,CUST01542,4/14/2023,2785946,Beauty,E-Wallet,Male,36-50,Surabaya
TRANS000306,CUST00184,6/9/2024,1036840,Home,E-Wallet,Female,26-35,Yogyakarta
TRANS000307,CUST00931,3/4/2024,3587976,Electronics,Credit Card,Male,26-35,Yogyakarta
TRANS000308,CUST00985,8/29/2024,1869810,Fashion,E-Wallet,Female,26-35,Denpasar
TRANS000309,CUST00132,12/28/2024,2882703,Electronics,Bank Transfer,Male,18-25,Denpasar
TRANS000310,CUST01717,3/31/2023,3517369,Home,E-Wallet,Male,26-35,Medan
TRANS000311,CUST00312,12/28/2023,4737012,Fashion,E-Wallet,Male,36-50,Bandung
TRANS000312,CUST00823,8/6/2024,1537970,Beauty,E-Wallet,Male,26-35,Bandung
TRANS000313,CUST00685,12/2/2024,2251826,Beauty,Bank Transfer,Female,26-35,Yogyakarta
TRANS000314,CUST01659,9/11/2024,4170954,Fashion,Credit Card,Male,26-35,Surabaya
TRANS000315,CUST01467,4/11/2023,4546938,Beauty,Bank Transfer,Female,26-35,Yogyakarta
TRANS000316,CUST01274,7/5/2023,3427282,Home,Credit Card,Male,26-35,Surabaya
TRANS000317,CUST01936,12/16/2024,2297873,Fashion,Credit Card,Female,26-35,Medan
TRANS000318,CUST00418,7/15/2024,4884613,Fashion,Bank Transfer,Male,18-25,Jakarta
TRANS000319,CUST01586,3/8/2023,4542320,Electronics,Credit Card,Male,26-35,Yogyakarta
TRANS000320,CUST00492,4/7/2023,2499364,Home,Credit Card,Female,18-25,Bandung
TRANS000321,CUST01010,7/27/2023,715909,Sport,E-Wallet,Female,18-25,Yogyakarta
TRANS000322,CUST00786,2/11/2024,3993630,Fashion,Credit Card,Female,18-25,Medan
TRANS000323,CUST01438,5/14/2024,4740138,Beauty,Credit Card,Female,26-35,Surabaya
TRANS000324,CUST01656,12/26/2024,4561047,Beauty,Credit Card,Female,18-25,Surabaya
TRANS000325,CUST00516,8/29/2023,2087968,Fashion,Bank Transfer,Male,>50,Surabaya
TRANS000326,CUST01837,12/8/2023,361294,Home,Bank Transfer,Male,>50,Surabaya
TRANS000327,CUST00317,3/13/2023,4583502,Fashion,E-Wallet,Male,18-25,Jakarta
TRANS000328,CUST00729,11/17/2023,2439808,Beauty,Bank Transfer,Male,18-25,Surabaya
TRANS000329,CUST01655,6/3/2023,2031758,Sport,E-Wallet,Male,18-25,Bandung
TRANS000330,CUST01548,7/6/2024,3864081,Home,E-Wallet,Female,26-35,Jakarta
TRANS000331,CUST00683,7/13/2023,1205790,Home,Bank Transfer,Male,18-25,Bandung
TRANS000332,CUST00963,1/2/2023,2608943,Beauty,Credit Card,Male,26-35,Medan
TRANS000333,CUST00604,6/12/2023,2457025,Home,E-Wallet,Male,26-35,Jakarta
TRANS000334,CUST00398,5/26/2023,4041825,Beauty,Credit Card,Male,18-25,Yogyakarta
TRANS000335,CUST01604,4/29/2023,3867937,Fashion,Credit Card,Male,18-25,Medan
TRANS000336,CUST00583,12/11/2023,1401609,Fashion,Credit Card,Female,26-35,Yogyakarta
TRANS000337,CUST00241,11/25/2024,60745,Beauty,E-Wallet,Female,36-50,Medan
TRANS000338,CUST00059,4/3/2024,1349530,Sport,E-Wallet,Male,26-35,Bandung
TRANS000339,CUST00004,8/30/2024,3255543,Fashion,E-Wallet,Female,18-25,Bandung
TRANS000340,CUST01703,5/5/2023,1350824,Electronics,Bank Transfer,Male,26-35,Bandung
TRANS000341,CUST00387,10/29/2023,4351247,Electronics,Credit Card,Male,26-35,Jakarta
TRANS000342,CUST00294,2/16/2023,141955,Fashion,Credit Card,Male,26-35,Bandung
TRANS000343,CUST00329,4/10/2024,4028584,Sport,Bank Transfer,Male,26-35,Surabaya
TRANS000344,CUST00561,8/31/2024,3376828,Home,Bank Transfer,Female,36-50,Surabaya
TRANS000345,CUST01700,5/14/2023,3841978,Sport,Bank Transfer,Female,18-25,Medan
TRANS000346,CUST00356,7/4/2023,1460840,Fashion,Credit Card,Female,18-25,Medan
TRANS000347,CUST01974,5/29/2023,3527275,Home,Credit Card,Female,36-50,Yogyakarta
TRANS000348,CUST00791,1/9/2024,298123,Electronics,Credit Card,Male,36-50,Jakarta
TRANS000349,CUST01930,5/5/2024,3806463,Electronics,E-Wallet,Male,18-25,Bandung
TRANS000350,CUST00819,12/10/2023,2619412,Sport,Credit Card,Male,18-25,Medan
TRANS000351,CUST01670,3/13/2024,2980918,Electronics,E-Wallet,Female,26-35,Surabaya
TRANS000352,CUST00323,8/31/2024,1847340,Fashion,Credit Card,Female,26-35,Bandung
TRANS000353,CUST00514,12/16/2023,1625559,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS000354,CUST00035,11/12/2023,2192298,Electronics,Credit Card,Female,26-35,Denpasar
TRANS000355,CUST01708,5/29/2023,1896449,Sport,Credit Card,Male,18-25,Bandung
TRANS000356,CUST00458,11/9/2024,254188,Beauty,E-Wallet,Female,26-35,Yogyakarta
TRANS000357,CUST01904,5/21/2024,371189,Sport,Credit Card,Male,18-25,Yogyakarta
TRANS000358,CUST01215,10/3/2023,4192990,Fashion,Bank Transfer,Female,18-25,Bandung
TRANS000359,CUST01864,1/23/2024,1065681,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS000360,CUST00642,11/23/2024,3691207,Sport,Credit Card,Male,18-25,Jakarta
TRANS000361,CUST01188,2/12/2023,4266266,Electronics,Credit Card,Male,26-35,Jakarta
TRANS000362,CUST00324,8/3/2023,4557603,Sport,Bank Transfer,Male,26-35,Surabaya
TRANS000363,CUST00409,9/16/2024,1520566,Sport,Bank Transfer,Female,>50,Yogyakarta
TRANS000364,CUST01367,7/5/2023,1184257,Home,Credit Card,Female,26-35,Yogyakarta
TRANS000365,CUST01045,12/5/2023,1541685,Beauty,Credit Card,Female,36-50,Denpasar
TRANS000366,CUST00012,12/27/2023,1748065,Fashion,E-Wallet,Female,18-25,Denpasar
TRANS000367,CUST00660,2/9/2023,3950403,Sport,Bank Transfer,Female,26-35,Surabaya
TRANS000368,CUST01691,11/25/2024,4852674,Electronics,Bank Transfer,Male,36-50,Jakarta
TRANS000369,CUST00494,1/18/2023,4085790,Beauty,Credit Card,Male,26-35,Surabaya
TRANS000370,CUST01697,4/17/2024,1297415,Beauty,Bank Transfer,Male,>50,Denpasar
TRANS000371,CUST00763,11/15/2024,90923,Beauty,Bank Transfer,Male,26-35,Jakarta
TRANS000372,CUST01861,11/30/2023,862155,Electronics,Credit Card,Female,36-50,Bandung
TRANS000373,CUST00885,7/27/2023,3745512,Sport,Credit Card,Female,18-25,Jakarta
TRANS000374,CUST01452,7/19/2023,1904149,Beauty,Credit Card,Female,26-35,Denpasar
TRANS000375,CUST00949,5/22/2023,4228615,Home,E-Wallet,Female,26-35,Denpasar
TRANS000376,CUST00675,10/22/2023,3782057,Sport,E-Wallet,Male,36-50,Medan
TRANS000377,CUST00650,3/22/2024,1753746,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS000378,CUST00833,4/15/2024,3497466,Beauty,Bank Transfer,Male,18-25,Jakarta
TRANS000379,CUST01519,12/31/2023,1169403,Sport,Bank Transfer,Male,18-25,Bandung
TRANS000380,CUST01884,7/5/2023,668887,Home,Credit Card,Female,18-25,Medan
TRANS000381,CUST01772,3/26/2023,1944024,Home,Credit Card,Female,>50,Yogyakarta
TRANS000382,CUST00539,2/4/2023,2408008,Fashion,Bank Transfer,Female,36-50,Surabaya
TRANS000383,CUST01233,5/12/2024,2794522,Fashion,Bank Transfer,Male,18-25,Yogyakarta
TRANS000384,CUST00498,6/3/2024,2675641,Electronics,E-Wallet,Male,36-50,Jakarta
TRANS000385,CUST01845,8/5/2023,2169637,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS000386,CUST01386,4/16/2024,77903,Fashion,Credit Card,Male,36-50,Medan
TRANS000387,CUST00455,2/9/2023,977456,Electronics,E-Wallet,Male,26-35,Jakarta
TRANS000388,CUST01101,11/3/2023,753655,Sport,Credit Card,Male,18-25,Jakarta
TRANS000389,CUST01444,6/27/2024,3764228,Fashion,Bank Transfer,Male,>50,Yogyakarta
TRANS000390,CUST01122,11/8/2023,1572003,Home,Credit Card,Female,18-25,Medan
TRANS000391,CUST01745,7/8/2023,2680484,Fashion,Credit Card,Male,18-25,Surabaya
TRANS000392,CUST00058,11/23/2023,2227479,Sport,E-Wallet,Male,26-35,Yogyakarta
TRANS000393,CUST01520,9/23/2023,2692952,Sport,Credit Card,Female,18-25,Medan
TRANS000394,CUST01969,10/17/2024,1510368,Home,E-Wallet,Male,26-35,Bandung
TRANS000395,CUST00496,2/8/2023,1329003,Sport,Bank Transfer,Male,26-35,Medan
TRANS000396,CUST00075,5/30/2023,1781823,Home,Credit Card,Female,36-50,Jakarta
TRANS000397,CUST01991,1/31/2023,3358403,Electronics,E-Wallet,Female,18-25,Medan
TRANS000398,CUST00104,2/24/2023,2428596,Fashion,Bank Transfer,Female,26-35,Medan
TRANS000399,CUST01247,10/8/2023,2327818,Home,E-Wallet,Male,26-35,Yogyakarta
TRANS000400,CUST00014,1/6/2023,3173551,Electronics,Credit Card,Male,18-25,Medan
TRANS000401,CUST00128,10/7/2024,1619640,Electronics,Bank Transfer,Female,18-25,Jakarta
TRANS000402,CUST01807,9/6/2023,112422,Sport,Credit Card,Female,26-35,Surabaya
TRANS000403,CUST00803,11/25/2023,377544,Electronics,Bank Transfer,Female,>50,Jakarta
TRANS000404,CUST00948,9/28/2024,2696805,Electronics,E-Wallet,Female,26-35,Jakarta
TRANS000405,CUST01730,6/20/2023,1383877,Fashion,Bank Transfer,Female,26-35,Medan
TRANS000406,CUST00342,8/11/2023,1057082,Sport,Credit Card,Female,18-25,Yogyakarta
TRANS000407,CUST01471,10/7/2024,2331222,Electronics,E-Wallet,Female,18-25,Jakarta
TRANS000408,CUST01448,5/13/2023,3433046,Home,Credit Card,Female,36-50,Medan
TRANS000409,CUST01936,6/22/2023,4256297,Fashion,E-Wallet,Female,26-35,Medan
TRANS000410,CUST00508,7/29/2023,1134352,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS000411,CUST00796,8/16/2023,3650699,Fashion,E-Wallet,Female,26-35,Bandung
TRANS000412,CUST00219,4/21/2023,423675,Beauty,E-Wallet,Female,36-50,Yogyakarta
TRANS000413,CUST00742,12/2/2024,4020907,Home,Bank Transfer,Male,18-25,Bandung
TRANS000414,CUST01728,6/14/2024,849770,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS000415,CUST00935,4/4/2023,1758503,Home,E-Wallet,Male,36-50,Medan
TRANS000416,CUST00747,9/15/2024,3284824,Fashion,Bank Transfer,Male,26-35,Medan
TRANS000417,CUST01268,11/23/2024,4898499,Sport,Bank Transfer,Female,26-35,Yogyakarta
TRANS000418,CUST00798,9/8/2023,1231219,Beauty,Bank Transfer,Female,26-35,Jakarta
TRANS000419,CUST00553,9/20/2024,2484767,Fashion,Bank Transfer,Female,36-50,Bandung
TRANS000420,CUST00538,2/28/2024,3880942,Fashion,Bank Transfer,Male,18-25,Jakarta
TRANS000421,CUST01707,9/15/2023,1314865,Fashion,Bank Transfer,Female,36-50,Surabaya
TRANS000422,CUST00463,4/28/2023,3835993,Fashion,Credit Card,Female,26-35,Yogyakarta
TRANS000423,CUST01946,12/7/2024,4605616,Sport,E-Wallet,Female,18-25,Yogyakarta
TRANS000424,CUST00800,7/22/2024,584220,Electronics,Credit Card,Female,18-25,Medan
TRANS000425,CUST01116,6/11/2024,3225330,Electronics,Credit Card,Female,36-50,Denpasar
TRANS000426,CUST01386,7/3/2024,3615979,Fashion,Credit Card,Male,36-50,Medan
TRANS000427,CUST00842,10/19/2024,1245105,Home,E-Wallet,Female,36-50,Jakarta
TRANS000428,CUST01384,8/19/2023,1887350,Home,Bank Transfer,Male,18-25,Bandung
TRANS000429,CUST00399,6/20/2024,1165409,Electronics,Credit Card,Female,26-35,Medan
TRANS000430,CUST00509,8/14/2024,310114,Sport,E-Wallet,Female,36-50,Medan
TRANS000431,CUST00787,5/3/2023,4177182,Electronics,E-Wallet,Female,>50,Bandung
TRANS000432,CUST01318,9/2/2024,2047714,Sport,Credit Card,Female,18-25,Denpasar
TRANS000433,CUST00414,1/12/2023,109622,Fashion,E-Wallet,Female,18-25,Denpasar
TRANS000434,CUST01341,6/20/2023,68520,Electronics,Credit Card,Male,36-50,Jakarta
TRANS000435,CUST01564,10/2/2023,213286,Home,Credit Card,Male,26-35,Jakarta
TRANS000436,CUST01369,1/2/2024,2621804,Sport,Bank Transfer,Male,18-25,Medan
TRANS000437,CUST00706,2/3/2024,1000442,Home,Bank Transfer,Female,36-50,Yogyakarta
TRANS000438,CUST01206,4/9/2024,2254846,Beauty,E-Wallet,Female,36-50,Jakarta
TRANS000439,CUST00985,9/7/2023,1366311,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS000440,CUST01264,5/25/2024,3414062,Sport,Bank Transfer,Female,18-25,Yogyakarta
TRANS000441,CUST00670,10/26/2023,2906780,Fashion,Credit Card,Male,26-35,Medan
TRANS000442,CUST01372,7/26/2023,217792,Fashion,Credit Card,Male,26-35,Jakarta
TRANS000443,CUST01217,6/26/2024,1316795,Home,Bank Transfer,Male,18-25,Medan
TRANS000444,CUST00804,6/7/2023,752266,Fashion,E-Wallet,Female,>50,Denpasar
TRANS000445,CUST00374,11/8/2023,3214105,Sport,Bank Transfer,Female,26-35,Yogyakarta
TRANS000446,CUST01436,11/28/2024,4768659,Fashion,E-Wallet,Male,26-35,Bandung
TRANS000447,CUST00588,3/14/2023,4681513,Fashion,Bank Transfer,Male,26-35,Medan
TRANS000448,CUST00988,9/4/2024,3197816,Fashion,Credit Card,Male,26-35,Bandung
TRANS000449,CUST00429,4/5/2024,3908489,Electronics,Bank Transfer,Male,26-35,Yogyakarta
TRANS000450,CUST00347,10/17/2023,3182907,Fashion,Credit Card,Female,26-35,Jakarta
TRANS000451,CUST00100,10/20/2024,3394596,Beauty,Credit Card,Male,26-35,Bandung
TRANS000452,CUST01833,8/20/2023,1607052,Home,E-Wallet,Female,36-50,Yogyakarta
TRANS000453,CUST01540,1/6/2024,4482093,Fashion,Bank Transfer,Female,18-25,Jakarta
TRANS000454,CUST00464,12/21/2023,482830,Beauty,Bank Transfer,Female,26-35,Medan
TRANS000455,CUST01188,4/14/2023,4761930,Beauty,E-Wallet,Male,26-35,Jakarta
TRANS000456,CUST00830,2/28/2023,4268763,Electronics,E-Wallet,Female,18-25,Yogyakarta
TRANS000457,CUST01339,1/5/2023,406108,Fashion,Bank Transfer,Male,26-35,Medan
TRANS000458,CUST00207,12/29/2023,3806860,Electronics,E-Wallet,Male,18-25,Denpasar
TRANS000459,CUST01436,5/28/2023,2275126,Electronics,Credit Card,Male,26-35,Bandung
TRANS000460,CUST00326,7/4/2023,4277426,Electronics,Bank Transfer,Female,>50,Bandung
TRANS000461,CUST00092,4/20/2023,1444440,Electronics,Bank Transfer,Female,>50,Medan
TRANS000462,CUST01360,7/2/2024,3517786,Home,Credit Card,Female,26-35,Surabaya
TRANS000463,CUST00173,4/20/2023,4345007,Beauty,Credit Card,Female,18-25,Surabaya
TRANS000464,CUST01931,4/22/2023,2566747,Beauty,Credit Card,Female,>50,Medan
TRANS000465,CUST00617,12/22/2023,569015,Home,E-Wallet,Male,26-35,Denpasar
TRANS000466,CUST00446,10/6/2024,4435908,Electronics,E-Wallet,Female,26-35,Medan
TRANS000467,CUST00644,10/11/2024,1408459,Electronics,E-Wallet,Male,26-35,Denpasar
TRANS000468,CUST01349,1/9/2024,3067460,Electronics,E-Wallet,Female,26-35,Jakarta
TRANS000469,CUST00138,2/6/2023,1188766,Electronics,Credit Card,Female,36-50,Bandung
TRANS000470,CUST00213,12/24/2024,4390598,Beauty,Credit Card,Female,18-25,Medan
TRANS000471,CUST00929,10/17/2023,2593971,Sport,Bank Transfer,Female,36-50,Surabaya
TRANS000472,CUST01036,5/31/2023,571862,Electronics,Credit Card,Female,18-25,Jakarta
TRANS000473,CUST01250,4/14/2023,2209816,Home,Credit Card,Female,26-35,Jakarta
TRANS000474,CUST01839,6/23/2024,4245096,Electronics,E-Wallet,Female,>50,Surabaya
TRANS000475,CUST01074,10/5/2023,920404,Fashion,Bank Transfer,Male,18-25,Jakarta
TRANS000476,CUST00004,12/21/2024,2656974,Beauty,Credit Card,Female,18-25,Bandung
TRANS000477,CUST01838,2/20/2024,4514060,Fashion,Credit Card,Male,18-25,Jakarta
TRANS000478,CUST00406,6/8/2023,4648901,Sport,Credit Card,Female,26-35,Bandung
TRANS000479,CUST01427,11/28/2023,512099,Fashion,Credit Card,Male,26-35,Surabaya
TRANS000480,CUST01599,4/3/2024,1077731,Electronics,Credit Card,Male,26-35,Jakarta
TRANS000481,CUST01927,5/20/2024,501156,Beauty,Credit Card,Female,26-35,Denpasar
TRANS000482,CUST00702,5/17/2023,781552,Fashion,E-Wallet,Male,>50,Bandung
TRANS000483,CUST01636,3/17/2024,96366,Fashion,Bank Transfer,Male,26-35,Surabaya
TRANS000484,CUST01238,12/14/2023,2043881,Home,E-Wallet,Female,>50,Denpasar
TRANS000485,CUST01132,1/24/2023,802989,Home,Bank Transfer,Female,36-50,Surabaya
TRANS000486,CUST01452,9/12/2023,4070821,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS000487,CUST01605,9/1/2024,1081606,Electronics,Credit Card,Male,18-25,Yogyakarta
TRANS000488,CUST01179,3/3/2024,4371200,Sport,Bank Transfer,Female,36-50,Denpasar
TRANS000489,CUST00922,7/4/2024,854064,Home,Credit Card,Female,36-50,Yogyakarta
TRANS000490,CUST00336,12/28/2023,707857,Sport,Bank Transfer,Male,26-35,Jakarta
TRANS000491,CUST00937,6/16/2023,2161877,Electronics,Credit Card,Male,36-50,Bandung
TRANS000492,CUST00925,12/21/2024,1382197,Sport,E-Wallet,Male,26-35,Jakarta
TRANS000493,CUST00575,12/28/2024,3616919,Beauty,E-Wallet,Female,18-25,Denpasar
TRANS000494,CUST00739,9/18/2024,2205952,Beauty,E-Wallet,Male,>50,Surabaya
TRANS000495,CUST00288,2/18/2023,601715,Home,Bank Transfer,Female,26-35,Jakarta
TRANS000496,CUST01295,12/28/2024,2147955,Home,Credit Card,Female,>50,Denpasar
TRANS000497,CUST00323,8/19/2024,749980,Fashion,Credit Card,Female,26-35,Bandung
TRANS000498,CUST01726,2/5/2023,750188,Electronics,Credit Card,Male,>50,Medan
TRANS000499,CUST00971,9/24/2024,2818447,Sport,Bank Transfer,Female,26-35,Jakarta
TRANS000500,CUST00118,9/30/2023,2847242,Sport,Bank Transfer,Male,26-35,Yogyakarta
TRANS000501,CUST01460,9/16/2024,4904066,Electronics,Credit Card,Female,26-35,Medan
TRANS000502,CUST01461,8/7/2024,4063582,Beauty,E-Wallet,Male,18-25,Denpasar
TRANS000503,CUST00920,12/18/2023,3486535,Fashion,Bank Transfer,Male,26-35,Bandung
TRANS000504,CUST00037,1/18/2023,1429385,Electronics,E-Wallet,Male,18-25,Jakarta
TRANS000505,CUST00272,10/23/2023,4980334,Electronics,Credit Card,Female,26-35,Medan
TRANS000506,CUST00235,12/29/2024,4222378,Home,Bank Transfer,Male,26-35,Denpasar
TRANS000507,CUST01014,4/20/2023,990698,Sport,Bank Transfer,Male,26-35,Denpasar
TRANS000508,CUST00776,1/29/2023,1082185,Home,Credit Card,Male,26-35,Surabaya
TRANS000509,CUST00545,8/6/2023,3152064,Fashion,E-Wallet,Female,18-25,Surabaya
TRANS000510,CUST01394,8/16/2023,3702070,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS000511,CUST00023,12/20/2024,668700,Sport,Credit Card,Male,>50,Denpasar
TRANS000512,CUST00116,1/16/2023,4604561,Beauty,E-Wallet,Female,18-25,Denpasar
TRANS000513,CUST00033,8/19/2024,2666261,Fashion,E-Wallet,Male,26-35,Bandung
TRANS000514,CUST01225,2/10/2023,1615262,Home,Bank Transfer,Male,18-25,Yogyakarta
TRANS000515,CUST01519,11/25/2024,3990278,Electronics,Bank Transfer,Male,18-25,Bandung
TRANS000516,CUST00842,6/24/2024,4856054,Home,Bank Transfer,Female,36-50,Jakarta
TRANS000517,CUST01392,10/6/2024,3624751,Electronics,Bank Transfer,Male,36-50,Surabaya
TRANS000518,CUST00041,6/18/2024,2714630,Electronics,E-Wallet,Male,36-50,Surabaya
TRANS000519,CUST01728,10/3/2023,1529840,Beauty,Credit Card,Female,18-25,Surabaya
TRANS000520,CUST00688,7/9/2023,190385,Home,Credit Card,Male,26-35,Yogyakarta
TRANS000521,CUST00680,1/12/2023,1267355,Electronics,E-Wallet,Female,26-35,Bandung
TRANS000522,CUST01210,11/14/2024,185389,Fashion,E-Wallet,Female,26-35,Denpasar
TRANS000523,CUST01353,6/4/2023,1163328,Home,E-Wallet,Male,>50,Medan
TRANS000524,CUST00095,3/1/2024,3210284,Sport,Bank Transfer,Female,18-25,Surabaya
TRANS000525,CUST00002,9/11/2023,1434912,Fashion,Credit Card,Female,18-25,Medan
TRANS000526,CUST00965,7/18/2023,965662,Beauty,Bank Transfer,Male,36-50,Denpasar
TRANS000527,CUST01480,5/9/2023,3219355,Sport,Credit Card,Male,26-35,Denpasar
TRANS000528,CUST01519,11/25/2023,3834849,Fashion,E-Wallet,Male,18-25,Bandung
TRANS000529,CUST01578,12/12/2023,1984128,Fashion,Credit Card,Female,26-35,Medan
TRANS000530,CUST00047,4/8/2024,1912246,Electronics,Credit Card,Male,18-25,Medan
TRANS000531,CUST00784,12/7/2023,3257461,Home,Credit Card,Male,36-50,Yogyakarta
TRANS000532,CUST01327,4/12/2024,2598869,Beauty,E-Wallet,Male,36-50,Yogyakarta
TRANS000533,CUST00318,11/30/2023,4381013,Electronics,Credit Card,Male,26-35,Yogyakarta
TRANS000534,CUST01715,11/22/2024,2930990,Home,Credit Card,Male,>50,Yogyakarta
TRANS000535,CUST01109,12/22/2023,3020417,Home,E-Wallet,Female,26-35,Bandung
TRANS000536,CUST00210,6/11/2024,4077427,Sport,E-Wallet,Male,>50,Jakarta
TRANS000537,CUST00639,6/7/2023,4130178,Electronics,Credit Card,Male,>50,Jakarta
TRANS000538,CUST00096,6/11/2024,3874994,Sport,Bank Transfer,Female,36-50,Yogyakarta
TRANS000539,CUST00450,11/7/2023,1961129,Sport,Credit Card,Male,26-35,Yogyakarta
TRANS000540,CUST01882,12/2/2023,1560459,Electronics,Credit Card,Female,36-50,Jakarta
TRANS000541,CUST00540,4/6/2024,2043765,Fashion,Credit Card,Male,36-50,Medan
TRANS000542,CUST00880,12/21/2023,2081029,Home,Bank Transfer,Male,18-25,Medan
TRANS000543,CUST00308,3/3/2024,1540107,Home,Bank Transfer,Male,26-35,Bandung
TRANS000544,CUST01818,1/30/2024,4011400,Fashion,E-Wallet,Female,36-50,Surabaya
TRANS000545,CUST01163,7/22/2023,4987814,Home,Bank Transfer,Male,26-35,Denpasar
TRANS000546,CUST01440,9/9/2023,4930902,Sport,Bank Transfer,Female,>50,Jakarta
TRANS000547,CUST00344,1/22/2023,3043066,Sport,E-Wallet,Male,26-35,Bandung
TRANS000548,CUST01506,8/7/2023,2318910,Fashion,Credit Card,Male,26-35,Bandung
TRANS000549,CUST01858,11/1/2023,4274592,Home,E-Wallet,Female,26-35,Jakarta
TRANS000550,CUST00260,3/22/2023,3226967,Home,Credit Card,Male,26-35,Denpasar
TRANS000551,CUST01343,11/11/2024,1721549,Electronics,Credit Card,Female,26-35,Medan
TRANS000552,CUST01286,3/17/2023,171665,Electronics,Bank Transfer,Female,18-25,Jakarta
TRANS000553,CUST01292,1/31/2023,616559,Fashion,Bank Transfer,Male,36-50,Jakarta
TRANS000554,CUST01684,2/17/2023,1630489,Home,Credit Card,Female,18-25,Surabaya
TRANS000555,CUST00343,8/30/2024,4978115,Electronics,Credit Card,Male,18-25,Denpasar
TRANS000556,CUST01747,7/7/2024,3416100,Home,Bank Transfer,Male,26-35,Medan
